"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","联系方式备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间","商品id","分阶段订单信息","备注标签","商家备注","主订单买家留言","发货时间","物流单号","物流公司","是否赔付","赔付金额","赔付出账时间"
="3629753642905292807",="3629753642905292807","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001186521425214324","68.00","68.00","退款成功","68.00","2023-11-14 09:28:31","2023-11-14 09:28:38",="747909092389","null","null","","null","null","null","null","否","null","null"
="2018618293846876273",="2018618293846876273","【美林&比香云纱还厚&断码不可加】长74.5 慕江南-针织领长袖衫","9999.00","1","FZ214香槟L","颜色分类：香槟;尺码：L[125-160斤胸129]","null","null","交易关闭","FZ214香槟L",="2023111422001195731426827254","599.00","599.00","退款成功","599.00","2023-11-14 09:28:24","2023-11-14 09:28:29",="739573839884","null","null","","null","null","null","null","否","null","null"
="3629259936228849961",="3629259936228849961","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001161791410350468","399.00","399.00","退款成功","399.00","2023-11-14 09:27:45","2023-11-14 09:27:50",="747894500653","null","null","(收) HSQF5006蓝咖S*1#","null","2023-11-16 08:43:09","No:773255464436625","申通快递","否","null","null"
="3629752058982181005",="3629752058982181005","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001178371442839263","68.00","68.00","没有申请退款","无退款申请","2023-11-14 09:27:42","2023-11-14 09:27:46",="747909092389","null","null","","null","2023-11-15 16:09:18","No:773255435702381","申通快递","否","null","null"
="3629257560315692304",="3629257560315692304","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001181371454277339","68.00","68.00","没有申请退款","无退款申请","2023-11-14 09:26:53","2023-11-14 09:27:00",="747909092389","null","null","","null","2023-11-15 16:09:58","No:773255435020236","申通快递","否","null","null"
="3629256336302247931",="3629256336302247931","【老板娘美林&带礼盒礼品袋包装】慕江南-独特艾琳-护手霜套盒","9999.00","1","AZDA001礼盒Z","颜色分类：乳白色;香味：套盒","null","null","交易成功","AZDA001礼盒Z",="2023111422001198571414017793","88.00","88.00","没有申请退款","无退款申请","2023-11-14 09:26:10","2023-11-14 09:26:19",="748692509485","null","null","","null","2023-11-16 14:27:59","No:773255628171618","申通快递","否","null","null"
="2018617249795228473",="2018617249795228473","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001112551429380811","68.00","68.00","退款成功","68.00","2023-11-14 09:25:59","2023-11-14 09:26:03",="747909092389","null","null","","null","null","null","null","否","null","null"
="2018599250796797882",="2018599250796797882","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001184741454227381","68.00","68.00","没有申请退款","无退款申请","2023-11-14 09:25:45","2023-11-14 09:25:50",="747909092389","null","null","","null","2023-11-15 17:26:49","No:773255435020212","申通快递","否","null","null"
="3629245068769505258",="3629245068769505258","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001149181430937293","68.00","68.00","退款成功","68.00","2023-11-14 09:25:34","2023-11-14 09:25:40",="747909092389","null","null","","null","null","null","null","否","null","null"
="2018617501177418286",="2018617501177418286","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001130871420344412","68.00","68.00","没有申请退款","无退款申请","2023-11-14 09:24:46","2023-11-14 09:24:53",="747909092389","null","null","","null","2023-11-15 16:03:04","No:773255435020224","申通快递","否","null","null"
="2017964640564797882",="2017964640564797882","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001184741458846739","68.00","68.00","没有申请退款","无退款申请","2023-11-14 09:24:44","2023-11-14 09:24:49",="747909092389","null","null","","null","2023-11-15 17:26:49","No:773255435020212","申通快递","否","null","null"
="2018599790087040672",="2018599790087040672","【老板娘美林&带礼盒礼品袋包装】慕江南-独特艾琳-护手霜套盒","9999.00","1","AZDA001礼盒Z","颜色分类：乳白色;香味：套盒","null","null","交易成功","AZDA001礼盒Z",="2023111422001181041433267476","88.00","88.00","没有申请退款","无退款申请","2023-11-14 09:24:42","2023-11-14 09:24:52",="748692509485","null","null","","null","2023-11-17 09:38:55","No:773255745759246","申通快递","否","null","null"
="2017963128955550477",="2017963128955550477","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001136201454515351","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:24:07","2023-11-14 09:24:12",="748410776822","null","null","","null","2023-11-17 10:21:09","No:773255740105586","申通快递","否","null","null"
="3629762102108493156",="3629762102108493156","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001164741401910199","598.00","598.00","退款成功","598.00","2023-11-14 09:24:06","2023-11-14 09:24:17",="748410776822","null","null","(收) DSDC3003黑咖F*1#","null","2023-11-16 16:26:44","No:773255653879477","申通快递","否","null","null"
="3629756774437055616",="3629756774437055616","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001183131443691539","598.00","598.00","退款成功","598.00","2023-11-14 09:24:04","2023-11-14 09:24:06",="748410776822","null","null","","null","null","null","null","否","null","null"
="2017964892292699085",="2017964892292699085","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","卖家已发货，等待买家确认","DSDC3003黑咖F",="2023111422001120321434917119","598.00","598.00","卖家已经同意退款，等待买家退货","0.00","2023-11-14 09:24:03","2023-11-14 09:24:07",="748410776822","null","null","","null","2023-11-16 16:10:22","No:773255653803517","申通快递","否","null","null"
="3629247552965912853",="3629247552965912853","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001177611457162324","68.00","68.00","没有申请退款","无退款申请","2023-11-14 09:24:01","2023-11-14 15:24:22",="747909092389","null","null","","null","2023-11-16 14:10:45","No:773255620661183","申通快递","否","null","null"
="3629894367785129946",="3629894367785129946","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001150351413496426","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:23:53","2023-11-14 09:28:36",="748410776822","null","null","","null","2023-11-16 15:52:42","No:773255653803293","申通快递","否","null","null"
="2018341455434584892",="2018341455434584892","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001115261456527718","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:23:51","2023-11-14 09:23:59",="748410776822","null","null","","null","2023-11-17 10:21:16","No:773255740105574","申通快递","否","null","null"
="3629647765215971705",="3629647765215971705","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001100961409949797","598.00","598.00","退款成功","598.00","2023-11-14 09:23:47","2023-11-14 09:24:11",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629255184123630757",="3629255184123630757","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001198761451585516","598.00","598.00","退款成功","598.00","2023-11-14 09:23:40","2023-11-14 09:23:45",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629246328592999334",="3629246328592999334","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001154311417307462","68.00","67.49","没有申请退款","无退款申请","2023-11-14 09:23:38","2023-11-14 09:23:47",="747909092389","null","null","","null","2023-11-15 16:00:07","No:773255435020205","申通快递","否","null","null"
="3629895087777466346",="3629895087777466346","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001150861400821812","598.00","598.00","退款成功","615.00","2023-11-14 09:23:35","2023-11-14 09:23:44",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629901567371982127",="3629901567371982127","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001109991427958088","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:23:28","2023-11-14 09:23:55",="748410776822","null","null","","null","2023-11-16 15:55:21","No:773255654190285","申通快递","否","null","null"
="3629649673341107942",="3629649673341107942","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001188791452283546","598.00","598.00","退款成功","598.00","2023-11-14 09:23:25","2023-11-14 09:23:35",="748410776822","null","null","","null","null","null","null","否","null","null"
="2017962660974003594",="2017962660974003594","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001180671421709569","598.00","598.00","退款成功","598.00","2023-11-14 09:23:15","2023-11-14 09:23:23",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629760374088830327",="3629760374088830327","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001166201451339197","598.00","598.00","退款成功","598.00","2023-11-14 09:23:03","2023-11-14 09:23:07",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629892747846189522",="3629892747846189522","【老板娘美林&带礼盒礼品袋包装】慕江南-独特艾琳-护手霜套盒","9999.00","1","AZDA001礼盒Z","颜色分类：乳白色;香味：套盒","null","null","交易成功","AZDA001礼盒Z",="2023111422001190391440674303","88.00","88.00","没有申请退款","无退款申请","2023-11-14 09:23:00","2023-11-14 09:23:06",="748692509485","null","null","","null","2023-11-18 08:58:55","No:773255850395514","申通快递","否","null","null"
="3629755190390482348",="3629755190390482348","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001102771458231709","598.00","598.00","退款成功","598.00","2023-11-14 09:23:00","2023-11-14 09:23:11",="748410776822","null","null","","null","null","null","null","否","null","null"
="2018615737518869872",="2018615737518869872","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001197931413887292","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:22:47","2023-11-14 09:30:40",="748410776822","null","null","(收) DSDC3003黑咖F*1#","null","2023-11-16 16:20:53","No:773255653200514","申通快递","否","null","null"
="2018341131294679482",="2018341131294679482","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001119811407130711","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:22:47","2023-11-14 09:23:00",="748410776822","null","null","","null","2023-11-17 10:21:20","No:773255740105562","申通快递","否","null","null"
="3629632429797934926",="3629632429797934926","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001165231419035856","598.00","598.00","退款成功","598.00","2023-11-14 09:22:46","2023-11-14 09:22:53",="748410776822","null","null","","null","null","null","null","否","null","null"
="2017964604021557273",="2017964604021557273","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001120401443874428","598.00","598.00","退款成功","598.00","2023-11-14 09:22:40","2023-11-14 09:22:50",="748410776822","null","null","(收) DSDC3003黑咖F*1#","null","2023-11-17 10:21:24","No:773255740105555","申通快递","否","null","null"
="2017963200488896880",="2017963200488896880","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001174051448475393","598.00","598.00","退款成功","598.00","2023-11-14 09:22:36","2023-11-14 09:22:41",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629743814865012920",="3629743814865012920","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001152841456975435","598.00","598.00","退款成功","598.00","2023-11-14 09:22:34","2023-11-14 09:22:38",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629241576868772837",="3629241576868772837","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001133551430463808","598.00","598.00","退款成功","598.00","2023-11-14 09:22:34","2023-11-14 09:22:41",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629753642460992151",="3629753642460992151","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001135621401499809","598.00","598.00","退款成功","598.00","2023-11-14 09:22:33","2023-11-14 09:22:59",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629758070169855206",="3629758070169855206","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001112931418410942","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:22:26","2023-11-14 09:22:32",="748410776822","null","null","","null","2023-11-16 15:43:29","No:773255654114683","申通快递","否","null","null"
="2018597738493809786",="2018597738493809786","【老板娘美林&羊绒级的细度】长61  慕江南-针织衫-镇店级别","9999.00","1","S017墨M+T001原","颜色分类：墨绿;尺码：M[105-130斤胸66]","null","null","交易关闭","S017墨M+T001原",="2023111422001156731421568999","299.00","299.00","退款成功","299.00","2023-11-14 09:22:21","2023-11-14 09:22:27",="748080690186","null","null","","null","null","null","null","否","null","null"
="2018597162665168676",="2018597162665168676","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001130471443840748","598.00","598.00","退款成功","598.00","2023-11-14 09:22:13","2023-11-14 09:22:19",="748410776822","null","null","","null","null","null","null","否","null","null"
="2018615269388826795",="2018615269388826795","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001191671416764826","598.00","598.00","退款成功","598.00","2023-11-14 09:22:09","2023-11-14 09:22:14",="748410776822","null","null","","null","null","null","null","否","null","null"
="2017964100015040797",="2017964100015040797","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001140881411006179","598.00","598.00","退款成功","598.00","2023-11-14 09:22:04","2023-11-14 09:22:09",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629754938267439701",="3629754938267439701","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001183341426745745","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:22:01","2023-11-14 10:51:50",="748410776822","null","null","","null","2023-11-17 10:20:41","No:773255739723455","申通快递","否","null","null"
="3629746910801223214",="3629746910801223214","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001141191441323565","68.00","68.00","退款成功","68.00","2023-11-14 09:21:59","2023-11-14 09:22:00",="747909092389","null","null","","null","null","null","null","否","null","null"
="3629634373753978249",="3629634373753978249","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001110841406044261","598.00","598.00","退款成功","598.00","2023-11-14 09:21:58","2023-11-14 09:22:03",="748410776822","null","null","","null","null","null","null","否","null","null"
="2017961940731594998",="2017961940731594998","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001174421433194971","68.00","68.00","没有申请退款","无退款申请","2023-11-14 09:21:49","2023-11-14 09:21:50",="747909092389","null","null","","null","2023-11-15 16:01:36","No:773255435020182","申通快递","否","null","null"
="2017963632010636593",="2017963632010636593","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001122391448187035","68.00","68.00","没有申请退款","无退款申请","2023-11-14 09:21:48","2023-11-14 09:21:56",="747909092389","null","null","","null","2023-11-15 16:00:54","No:773255435020194","申通快递","否","null","null"
="3629644597204316216",="3629644597204316216","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001130661455596676","598.00","598.00","退款成功","598.00","2023-11-14 09:21:47","2023-11-14 09:21:55",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629249460420227242",="3629249460420227242","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001193511445989357","598.00","598.00","退款成功","598.00","2023-11-14 09:21:46","2023-11-14 09:21:53",="748410776822","null","null","(收) DSDC3003黑咖F*1#","null","2023-11-16 15:57:48","No:773255653803207","申通快递","否","null","null"
="3629760266010342502",="3629760266010342502","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001162411428557109","598.00","598.00","退款成功","598.00","2023-11-14 09:21:45","2023-11-14 09:21:56",="748410776822","null","null","(收) DSDC3003黑咖F*1#","null","2023-11-18 09:00:30","No:773255851229232","申通快递","否","null","null"
="3629631313808555645",="3629631313808555645","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001146181429300282","598.00","598.00","退款成功","598.00","2023-11-14 09:21:39","2023-11-14 09:21:44",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629639809760722363",="3629639809760722363","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001125741457368079","598.00","598.00","退款成功","598.00","2023-11-14 09:21:36","2023-11-14 09:21:44",="748410776822","null","null","","null","null","null","null","否","null","null"
="2018613541812053977",="2018613541812053977","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001137461421075735","598.00","598.00","退款成功","598.00","2023-11-14 09:21:30","2023-11-14 09:21:38",="748410776822","null","null","","null","null","null","null","否","null","null"
="2018339943290166382",="2018339943290166382","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001109491446776067","68.00","68.00","退款成功","68.00","2023-11-14 09:21:23","2023-11-14 09:21:39",="747909092389","null","null","","null","null","null","null","否","null","null"
="2018596154901074791",="2018596154901074791","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001166251408093415","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:21:22","2023-11-14 09:21:29",="748410776822","null","null","","null","2023-11-16 15:43:40","No:773255653352379","申通快递","否","null","null"
="2018596586755172787",="2018596586755172787","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001196521428919288","598.00","598.00","退款成功","615.00","2023-11-14 09:21:21","2023-11-14 09:21:26",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629247084426005817",="3629247084426005817","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001199771458713388","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:21:19","2023-11-14 09:21:29",="748410776822","null","null","","null","2023-11-18 08:46:47","No:773255850159819","申通快递","否","null","null"
="3629254176031942202",="3629254176031942202","【老板娘美林&带礼盒礼品袋包装】慕江南-独特艾琳-护手霜套盒","9999.00","1","AZDA001礼盒Z","颜色分类：乳白色;香味：套盒","null","null","交易成功","AZDA001礼盒Z",="2023111422001147531435697512","88.00","88.00","没有申请退款","无退款申请","2023-11-14 09:21:17","2023-11-14 09:21:19",="748692509485","null","null","","null","2023-11-16 14:27:55","No:773255628171606","申通快递","否","null","null"
="3629642473304024516",="3629642473304024516","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001176001444474414","598.00","598.00","退款成功","598.00","2023-11-14 09:21:14","2023-11-14 09:21:18",="748410776822","null","null","","null","null","null","null","否","null","null"
="2018613181846084585",="2018613181846084585","【老板娘美林&羊绒级的细度】长61  慕江南-针织衫-镇店级别","9999.00","1","S017咖L+T001原","颜色分类：咖啡;尺码：L[130-155斤胸70]","null","null","交易关闭","S017咖L+T001原",="2023111422001128981402410093","299.00","299.00","退款成功","299.00","2023-11-14 09:21:11","2023-11-14 09:21:15",="748080690186","null","null","","null","null","null","null","否","null","null"
="2018614045759929998",="2018614045759929998","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001167991417471989","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:21:06","2023-11-14 09:21:13",="748410776822","null","null","","null","2023-11-16 15:44:06","No:773255653803219","申通快递","否","null","null"
="2018338071988916498",="2018338071988916498","【老板娘美林】慕江南-丝巾-四边须大千鸟","9999.00","1","MJN033红色","颜色分类：红色","null","null","交易关闭","MJN033红色",="2023111422001194671421780150","159.00","159.00","退款成功","159.00","2023-11-14 09:20:59","2023-11-14 09:21:06",="748104822324","null","null","","null","null","null","null","否","null","null"
="3629637073473579339",="3629637073473579339","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001117871421437197","598.00","598.00","退款成功","598.00","2023-11-14 09:20:36","2023-11-14 09:21:08",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629642041250030441",="3629642041250030441","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001120581400299152","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:20:25","2023-11-14 09:25:20",="748410776822","null","null","","null","2023-11-17 10:21:05","No:773255740105604","申通快递","否","null","null"
="3629887779794673108",="3629887779794673108","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001161261456028189","598.00","598.00","退款成功","598.00","2023-11-14 09:20:14","2023-11-14 09:20:23",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629884719977539131",="3629884719977539131","【老板娘美林】慕江南-丝巾-四边须大千鸟","9999.00","1","MJN033红色","颜色分类：红色","null","null","交易成功","MJN033红色",="2023111422001164211429978367","159.00","159.00","没有申请退款","无退款申请","2023-11-14 09:20:13","2023-11-14 09:20:19",="748104822324","null","null","","null","2023-11-15 13:57:32","No:773255411757076","申通快递","否","null","null"
="2018612677615543786",="2018612677615543786","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001194871425732092","598.00","598.00","退款成功","598.00","2023-11-14 09:20:08","2023-11-14 09:20:16",="748410776822","null","null","","null","null","null","null","否","null","null"
="2018337459849389695",="2018337459849389695","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001156991410432101","598.00","598.00","退款成功","598.00","2023-11-14 09:20:07","2023-11-14 09:20:16",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629892963589213652",="3629892963589213652","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001190811410977078","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:20:04","2023-11-14 09:20:11",="748410776822","null","null","","null","2023-11-15 16:58:12","No:773255434796846","申通快递","否","null","null"
="3629753354159583705",="3629753354159583705","【老板娘美林】666","9999.00","100","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001174671420516768","500.00","500.00","退款成功","500.00","2023-11-14 09:20:04","2023-11-14 09:22:20",="748410776822","null","null","","null","null","null","null","否","null","null"
="3629898939200298257",="3629898939200298257","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易成功","DSDC3003黑咖F",="2023111422001119161433136511","598.00","598.00","没有申请退款","无退款申请","2023-11-14 09:19:56","2023-11-14 09:20:08",="748410776822","null","null","(收) DSDC3003黑咖F*1#","null","2023-11-16 15:43:47","No:773255653352343","申通快递","否","null","null"
="3629752274272625850",="3629752274272625850","【老板娘美林】666","9999.00","1","DSDC3003黑咖F","颜色分类：神秘色[205*65]","null","null","交易关闭","DSDC3003黑咖F",="2023111422001154151454072425","598.00","598.00","退款成功","598.00","2023-11-14 09:19:52","2023-11-14 09:19:58",="748410776822","null","null","","null","null","null","null","否","null","null"
="2018595722532939267",="2018595722532939267","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001149121425596782","68.00","68.00","没有申请退款","无退款申请","2023-11-14 09:19:44","2023-11-14 09:19:58",="747909092389","null","null","","null","2023-11-15 15:56:49","No:773255435020175","申通快递","否","null","null"
