"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","联系方式备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间","商品id","分阶段订单信息","备注标签","商家备注","主订单买家留言","发货时间","物流单号","物流公司","是否赔付","赔付金额","赔付出账时间"
="3629704142405971705",="3629704142405971705","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易成功","HSQF5006蓝咖S",="2023111422001100961459271096","399.00","399.00","没有申请退款","无退款申请","2023-11-14 08:43:25","2023-11-14 08:43:33",="747894500653","null","null","","null","2023-11-15 13:41:48","No:773255411908981","申通快递","否","null","null"
="2018592157374135674",="2018592157374135674","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001188051455128764","399.00","399.00","退款成功","399.00","2023-11-14 08:43:22","2023-11-14 08:43:28",="747894500653","null","null","","null","null","null","null","否","null","null"
="3629694746999396224",="3629694746999396224","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001183531447082477","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:43:15","2023-11-14 08:43:22",="747909092389","null","null","","null","2023-11-19 11:00:17","No:773255850159881","申通快递","否","null","null"
="3629693270998773753",="3629693270998773753","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易成功","HSQF5006蓝咖S",="2023111422001127731422949280","399.00","399.00","没有申请退款","无退款申请","2023-11-14 08:43:09","2023-11-14 08:43:14",="747894500653","null","null","","null","2023-11-18 08:50:50","No:773255850159856","申通快递","否","null","null"
="3629203668014574749",="3629203668014574749","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001147331450631915","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:43:01","2023-11-14 12:51:58",="747909092389","null","null","","null","2023-11-16 09:51:38","No:773255463762295","申通快递","否","null","null"
="3629846055665906019",="3629846055665906019","【老板娘美林&百搭围巾】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001179781458341366","399.00","399.00","退款成功","399.00","2023-11-14 08:43:00","2023-11-14 08:43:11",="747894500653","null","null","","null","null","null","null","否","null","null"
="3629708966106117865",="3629708966106117865","【老板娘美林】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001122621409489907","399.00","399.00","退款成功","399.00","2023-11-14 08:42:57","2023-11-14 08:43:04",="747894500653","null","null","","null","null","null","null","否","null","null"
="3629697554757749001",="3629697554757749001","【老板娘美林】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001142501433591345","399.00","399.00","退款成功","399.00","2023-11-14 08:42:54","2023-11-14 08:42:58",="747894500653","null","null","","null","null","null","null","否","null","null"
="3629841051638643556",="3629841051638643556","【老板娘美林】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易成功","HSQF5006蓝咖S",="2023111422001178361432922100","399.00","399.00","没有申请退款","无退款申请","2023-11-14 08:42:48","2023-11-14 08:42:55",="747894500653","null","null","","null","2023-11-15 14:22:54","No:773255411837319","申通快递","否","null","null"
="3629695754872539131",="3629695754872539131","【老板娘美林】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001164211424887344","399.00","399.00","退款成功","399.00","2023-11-14 08:42:47","2023-11-14 08:42:55",="747894500653","null","null","","null","null","null","null","否","null","null"
="3629577241962631929",="3629577241962631929","【老板娘美林】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001175131449023407","399.00","399.00","退款成功","399.00","2023-11-14 08:42:47","2023-11-14 08:42:53",="747894500653","null","null","","null","null","null","null","否","null","null"
="2017939188001789191",="2017939188001789191","【老板娘美林】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001108881457421045","399.00","399.00","退款成功","399.00","2023-11-14 08:42:47","2023-11-14 08:42:58",="747894500653","null","null","","null","null","null","null","否","null","null"
="3629849547245845642",="3629849547245845642","【老板娘美林&带礼盒礼品袋包装】慕江南-独特艾琳-护手霜套盒","9999.00","1","AZDA001礼盒Z","颜色分类：乳白色;香味：套盒","null","null","交易成功","AZDA001礼盒Z",="2023111422001181451401522649","88.00","88.00","没有申请退款","无退款申请","2023-11-14 08:42:45","2023-11-14 08:42:52",="748692509485","null","null","","null","2023-11-15 14:00:34","No:773255411837307","申通快递","否","null","null"
="3629697842705069959",="3629697842705069959","【老板娘美林】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001172161424983156","399.00","399.00","退款成功","399.00","2023-11-14 08:42:45","2023-11-14 08:42:54",="747894500653","null","null","","null","null","null","null","否","null","null"
="3629191248668706301",="3629191248668706301","【老板娘美林】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001132441431203589","399.00","399.00","退款成功","399.00","2023-11-14 08:42:45","2023-11-14 08:42:53",="747894500653","null","null","","null","null","null","null","否","null","null"
="2018591869240690667",="2018591869240690667","【老板娘美林】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易关闭","HSQF5006蓝咖S",="2023111422001184491442150714","399.00","399.00","退款成功","399.00","2023-11-14 08:42:42","2023-11-14 08:42:50",="747894500653","null","null","","null","null","null","null","否","null","null"
="2018591041655659877",="2018591041655659877","【老板娘美林】慕江南-围巾-汽车演变","9999.00","1","HSQF5006蓝咖S","颜色分类：蓝咖[【128*128CM】]","null","null","交易成功","HSQF5006蓝咖S",="2023111422001122611412257288","399.00","399.00","没有申请退款","无退款申请","2023-11-14 08:42:41","2023-11-14 08:46:48",="747894500653","null","null","","null","2023-11-15 13:42:10","No:773255411837368","申通快递","否","null","null"
="2018590861680207180",="2018590861680207180","【老板娘美林】慕江南-丝巾-四边须大千鸟","9999.00","1","MJN033黑色","颜色分类：黑色","null","null","交易关闭","MJN033黑色",="2023111422001128511436938947","159.00","159.00","退款成功","159.00","2023-11-14 08:42:36","2023-11-14 08:42:45",="748104822324","null","null","(收) MJN033黑色*1#","null","2023-11-15 14:01:28","No:773255411837295","申通快递","否","null","null"
="3629841915675769153",="3629841915675769153","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001101061427599437","68.00","68.00","退款成功","68.00","2023-11-14 08:42:34","2023-11-14 08:42:40",="747909092389","null","null","","null","null","null","null","否","null","null"
="3629701874515827927",="3629701874515827927","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001132021426212709","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:42:34","2023-11-14 08:42:37",="747909092389","null","null","","null","2023-11-15 16:26:54","No:773255434564385","申通快递","否","null","null"
="3629186892980090662",="3629186892980090662","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001149611400934804","68.00","68.00","退款成功","68.00","2023-11-14 08:42:24","2023-11-14 08:42:31",="747909092389","null","null","","null","null","null","null","否","null","null"
="2017937388603478082",="2017937388603478082","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001105311412702081","68.00","68.00","退款成功","68.00","2023-11-14 08:42:24","2023-11-14 08:42:26",="747909092389","null","null","","null","null","null","null","否","null","null"
="3629578249925591560",="3629578249925591560","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001147571415212914","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:42:12","2023-11-15 08:24:45",="747909092389","null","null","","null","2023-11-16 14:06:28","No:773255621620495","申通快递","否","null","null"
="3629845983405657914",="3629845983405657914","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001118551429904805","68.00","68.00","退款成功","68.00","2023-11-14 08:41:56","2023-11-14 08:42:13",="747909092389","null","null","","null","null","null","null","否","null","null"
="2018313483954543091",="2018313483954543091","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001121181438312924","68.00","68.00","退款成功","68.00","2023-11-14 08:41:52","2023-11-14 08:41:57",="747909092389","null","null","","null","null","null","null","否","null","null"
="3629851779100771723",="3629851779100771723","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易成功","C5001黑+C5002蓝+008银",="2023111422001191431432364993","68.00","68.00","没有申请退款","无退款申请","2023-11-14 08:41:50","2023-11-14 08:41:59",="747909092389","null","null","","null","2023-11-15 16:40:17","No:773255434564373","申通快递","否","null","null"
="3629188152817402143",="3629188152817402143","【老板娘美林&带礼盒礼品袋包装】慕江南-独特艾琳-护手霜套盒","9999.00","1","AZDA001礼盒Z","颜色分类：乳白色;香味：套盒","null","null","交易成功","AZDA001礼盒Z",="2023111422001181141431640225","88.00","88.00","没有申请退款","无退款申请","2023-11-14 08:41:45","2023-11-14 08:41:51",="748692509485","null","null","","null","2023-11-15 17:08:20","No:773255434564350","申通快递","否","null","null"
="3629846235419757028",="3629846235419757028","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001143141420896596","68.00","68.00","退款成功","68.00","2023-11-14 08:41:40","2023-11-14 08:41:49",="747909092389","null","null","","null","null","null","null","否","null","null"
="3629579365872366438",="3629579365872366438","【老板娘美林】慕江南-围巾-飞马礼包","9999.00","1","C5001黑+C5002蓝+008银","颜色分类：飞马传说+双双+雪花胸针","null","null","交易关闭","C5001黑+C5002蓝+008银",="2023111422001115361429065293","68.00","68.00","退款成功","68.00","2023-11-14 08:41:36","2023-11-14 08:41:43",="747909092389","null","null","","null","null","null","null","否","null","null"
="3629593945140402143",="3629593945140402143","【老板娘美林&带礼盒礼品袋包装】慕江南-独特艾琳-护手霜套盒","9999.00","1","AZDA001礼盒Z","颜色分类：乳白色;香味：套盒","null","null","交易成功","AZDA001礼盒Z",="2023111422001181141435262221","88.00","88.00","没有申请退款","无退款申请","2023-11-14 08:41:31","2023-11-14 08:41:39",="748692509485","null","null","","null","2023-11-15 17:08:20","No:773255434564350","申通快递","否","null","null"
="3629853255031029239",="3629853255031029239","【老板娘美林&富婆套装】衣长60.5裤长99 慕江南-套装-松弛滤镜","9999.00","1","S015藏L+K021藏L+T001原","颜色分类：藏青[【套装】-15天左右发];尺码：L/XL[120-155斤胸107腰68]","null","null","交易关闭","S015藏L+K021藏L+T001原",="2023111422001125611407660774","1280.00","1280.00","退款成功","1280.00","2023-11-14 08:41:23","2023-11-14 08:41:34",="748169043635","null","null","","null","null","null","null","否","null","null"
